State00,PUMA00,GEOID00,GISJOIN00,State10,PUMA10,GEOID10,GISJOIN10,State10_Name,PUMA10_Name,CPUMA00,CPUMA10,PUMA00_Pop00,PUMA10_Pop00,Part_Pop00,pPUMA00_Pop00,pPUMA10_Pop00,PUMA00_Pop10,PUMA10_Pop10,Part_Pop10,pPUMA00_Pop10,pPUMA10_Pop10,PUMA00_Land,PUMA10_Land,Part_Land,pPUMA00_Land,pPUMA10_Land,county_fips,area,climate_reg_recs
26,01800,2601800,G26001800,26,01802,2601802,G26001802,Michigan,Ingham County (Northwest),491,491,119128,118418,109818,92.18,92.74,114217,113869,105549,92.41,92.69,88612418,93724684,78274756,88.33,83.52,065,95609218.90050778,Cold & Very Cold
26,01800,2601800,G26001800,26,01900,2601900,G26001900,Michigan,Eaton & Clinton Counties,491,491,119128,168408,4807,4.04,2.85,114217,183141,4728,4.14,2.58,88612418,2956684859,2811990,3.17,0.1,045,1500641359.4814982,Cold & Very Cold
26,01900,2601900,G26001900,26,01801,2601801,G26001801,Michigan,Ingham County (South & East),491,491,164999,160902,156399,94.79,97.2,171406,167026,163086,95.15,97.64,1354518962,1346594706,1339069034,98.86,99.44,065,1356463684.6282218,Cold & Very Cold
26,01900,2601900,G26001900,26,01802,2601802,G26001802,Michigan,Ingham County (Northwest),491,491,164999,118418,8600,5.21,7.26,171406,113869,8320,4.85,7.31,1354518962,93724684,15449927,1.14,16.48,065,95609218.90050778,Cold & Very Cold
26,02000,2602000,G26002000,26,01900,2601900,G26001900,Michigan,Eaton & Clinton Counties,491,491,163601,168408,163601,100,97.15,178413,183141,178413,100,97.42,2953872869,2956684859,2953872869,100,99.9,045,1500641359.4814982,Cold & Very Cold
26,02100,2602100,G26002100,26,01100,2601100,G26001100,Michigan,"Ionia, Montcalm, Mecosta & Osceola Counties",476,476,122784,186534,122784,100,65.82,127247,193573,127247,100,65.74,3306534652,6210995126,3306534652,100,53.24,117,1866920821.8774667,Cold & Very Cold
26,02200,2602200,G26002200,26,01703,2601703,G26001703,Michigan,Genesee County (Central)--Flint City Area,490,490,124943,124954,124943,100,99.99,102434,102438,102434,100,100,86546671,86588891,86546671,100,99.95,049,88240840.33125007,Cold & Very Cold
26,02301,2602301,G26002301,26,01702,2601702,G26001702,Michigan,"Genesee County (Central, Outside Flint City)",489,489,115033,115033,115033,100,100,108086,108086,108086,100,100,280703298,280703298,280703298,100,100,049,284739964.71787477,Cold & Very Cold
26,02302,2602302,G26002302,26,01600,2601600,G26001600,Michigan,"Tuscola, Sanilac & Huron Counties",488,487,267852,138892,0,0,0,285918,131961,0,0,0,2656841896,6737488480,906,0,0,151,2493355594.4064856,Cold & Very Cold
26,02302,2602302,G26002302,26,01701,2601701,G26001701,Michigan,Genesee (East) & Lapeer Counties,488,488,267852,177673,89769,33.51,50.52,285918,187325,99006,34.63,52.85,2656841896,2214705585,549333545,20.68,24.8,087,1716569147.0114222,Cold & Very Cold
26,02302,2602302,G26002302,26,01703,2601703,G26001703,Michigan,Genesee County (Central)--Flint City Area,488,490,267852,124954,11,0,0.01,285918,102438,4,0,0,2656841896,86588891,42219,0,0.05,049,88240840.33125007,Cold & Very Cold
26,02302,2602302,G26002302,26,01704,2601704,G26001704,Michigan,Genesee (West) & Shiawassee Counties,488,488,267852,178072,178072,66.48,100,285918,186908,186908,65.37,100,2656841896,2107465225,2107465225,79.32,100,155,1400919227.1974387,Cold & Very Cold
26,02400,2602400,G26002400,26,02400,2602400,G26002400,Michigan,Berrien County,493,493,162453,162453,162453,100,100,156813,156813,156813,100,100,1470455083,1470455083,1470455083,100,100,021,1501675054.3262875,Cold & Very Cold
26,02501,2602501,G26002501,26,02901,2602901,G26002901,Michigan,Oakland County (West),498,498,153041,119471,35735,23.35,29.91,166809,127871,37028,22.2,28.96,903931575,711984068,361548188,40,50.78,125,748768216.4321246,Cold & Very Cold
26,02501,2602501,G26002501,26,02902,2602902,G26002902,Michigan,Oakland County (Northeast),498,498,153041,117306,117306,76.65,100,166809,129788,129781,77.8,99.99,903931575,542517075,542383387,60,99.98,125,563132341.7349797,Cold & Very Cold
26,02502,2602502,G26002502,26,02901,2602901,G26002901,Michigan,Oakland County (West),498,498,189407,119471,83736,44.21,70.09,210117,127871,90843,43.23,71.04,532130999,711984068,350435880,65.86,49.22,125,748768216.4321246,Cold & Very Cold
26,02502,2602502,G26002502,26,02905,2602905,G26002905,Michigan,Oakland County (Southwest),498,498,189407,105671,105671,55.79,100,210117,119274,119274,56.77,100,532130999,181689808,181689808,34.14,100,125,191684126.34615722,Cold & Very Cold
26,02502,2602502,G26002502,26,02906,2602906,G26002906,Michigan,Oakland County (Central)--Birmingham & Bloomfield Area,498,500,189407,152553,0,0,0,210117,151575,0,0,0,532130999,189456029,5310,0,0,125,209446287.70994344,Cold & Very Cold
26,02503,2602503,G26002503,26,02902,2602902,G26002902,Michigan,Oakland County (Northeast),500,498,163075,117306,0,0,0,156693,129788,0,0,0,181601976,542517075,532,0,0,125,563132341.7349797,Cold & Very Cold
26,02503,2602503,G26002503,26,02904,2602904,G26002904,Michigan,Oakland County (Central),500,500,163075,160016,160016,98.12,100,156693,153492,153492,97.96,100,181601976,179878396,179878396,99.05,100,125,194199714.67657533,Cold & Very Cold
26,02503,2602503,G26002503,26,02906,2602906,G26002906,Michigan,Oakland County (Central)--Birmingham & Bloomfield Area,500,500,163075,152553,3059,1.88,2.01,156693,151575,3201,2.04,2.11,181601976,189456029,1723047,0.95,0.91,125,209446287.70994344,Cold & Very Cold
26,02504,2602504,G26002504,26,02902,2602902,G26002902,Michigan,Oakland County (Northeast),499,498,159595,117306,0,0,0,163891,129788,0,0,0,177937717,542517075,6518,0,0,125,563132341.7349797,Cold & Very Cold
26,02504,2602504,G26002504,26,02903,2602903,G26002903,Michigan,Oakland County (East Central)--Troy & Rochester Area,499,499,159595,159595,159595,100,100,163891,163887,163887,100,100,177937717,177928878,177927332,99.99,100,125,178579066.68607283,Cold & Very Cold
26,02504,2602504,G26002504,26,02906,2602906,G26002906,Michigan,Oakland County (Central)--Birmingham & Bloomfield Area,499,500,159595,152553,0,0,0,163891,151575,4,0,0,177937717,189456029,3867,0,0,125,209446287.70994344,Cold & Very Cold
26,02505,2602505,G26002505,26,02906,2602906,G26002906,Michigan,Oakland County (Central)--Birmingham & Bloomfield Area,500,500,149494,152553,149494,100,97.99,148370,151575,148370,100,97.89,187716889,189456029,187715404,100,99.08,125,209446287.70994344,Cold & Very Cold
26,02505,2602505,G26002505,26,02907,2602907,G26002907,Michigan,Oakland County (South Central)--Farmington & Southfield Area,500,501,149494,175066,0,0,0,148370,165926,0,0,0,187716889,165018395,1486,0,0,125,165043616.7753567,Cold & Very Cold
26,02506,2602506,G26002506,26,02906,2602906,G26002906,Michigan,Oakland County (Central)--Birmingham & Bloomfield Area,501,500,175066,152553,0,0,0,165926,151575,0,0,0,165025311,189456029,8402,0.01,0,125,209446287.70994344,Cold & Very Cold
26,02506,2602506,G26002506,26,02907,2602907,G26002907,Michigan,Oakland County (South Central)--Farmington & Southfield Area,501,501,175066,175066,175066,100,100,165926,165926,165926,100,100,165025311,165018395,165016909,99.99,100,125,165043616.7753567,Cold & Very Cold
26,02507,2602507,G26002507,26,02908,2602908,G26002908,Michigan,Oakland County (Southeast),502,502,100583,204478,100583,100,49.19,91792,190549,91792,100,48.17,44132050,98764716,44132050,100,44.68,125,98784053.20238331,Cold & Very Cold
26,02508,2602508,G26002508,26,02903,2602903,G26002903,Michigan,Oakland County (East Central)--Troy & Rochester Area,502,499,103895,159595,0,0,0,98757,163887,0,0,0,54634212,177928878,1546,0,0,125,178579066.68607283,Cold & Very Cold
26,02508,2602508,G26002508,26,02908,2602908,G26002908,Michigan,Oakland County (Southeast),502,502,103895,204478,103895,100,50.81,98757,190549,98757,100,51.83,54634212,98764716,54632666,100,55.32,125,98784053.20238331,Cold & Very Cold
26,02601,2602601,G26002601,26,02101,2602101,G26002101,Michigan,Kalamazoo County (Outer),492,492,126509,115971,4490,3.55,3.87,125485,129163,4895,3.9,3.79,155382048,1307928314,9151108,5.89,0.7,077,1347194622.181003,Cold & Very Cold
26,02601,2602601,G26002601,26,02102,2602102,G26002102,Michigan,Kalamazoo County (Central)--Kalamazoo & Portage Cities Area,492,492,126509,122632,122019,96.45,99.5,125485,121168,120590,96.1,99.52,155382048,146760420,146230940,94.11,99.64,077,155498183.16373813,Cold & Very Cold
26,02602,2602602,G26002602,26,02101,2602101,G26002101,Michigan,Kalamazoo County (Outer),492,492,188357,115971,111481,59.19,96.13,201104,129163,124268,61.79,96.21,2872641178,1307928314,1298776275,45.21,99.3,077,1347194622.181003,Cold & Very Cold
26,02602,2602602,G26002602,26,02102,2602102,G26002102,Michigan,Kalamazoo County (Central)--Kalamazoo & Portage Cities Area,492,492,188357,122632,613,0.33,0.5,201104,121168,578,0.29,0.48,2872641178,146760420,529480,0.02,0.36,077,155498183.16373813,Cold & Very Cold
26,02602,2602602,G26002602,26,02300,2602300,G26002300,Michigan,Van Buren & Cass Counties,492,492,188357,127367,76263,40.49,59.88,201104,128551,76258,37.92,59.32,2872641178,2842568671,1573335423,54.77,55.35,159,1613572398.1501365,Cold & Very Cold
26,02700,2602700,G26002700,26,02000,2602000,G26002000,Michigan,Calhoun & Barry Counties,492,479,159313,194740,0,0,0,158836,195319,0,0,0,3877298421,3261591073,51771,0,0,025,1860436827.943622,Cold & Very Cold
26,02700,2602700,G26002700,26,02200,2602200,G26002200,Michigan,St. Joseph & Branch Counties,492,492,159313,108209,108209,67.92,100,158836,106543,106543,67.08,100,3877298421,2608013402,2608013402,67.26,100,149,1349068502.07868,Cold & Very Cold
26,02700,2602700,G26002700,26,02300,2602300,G26002300,Michigan,Van Buren & Cass Counties,492,492,159313,127367,51104,32.08,40.12,158836,128551,52293,32.92,40.68,3877298421,2842568671,1269233248,32.73,44.65,159,1613572398.1501365,Cold & Very Cold
26,02800,2602800,G26002800,26,02000,2602000,G26002000,Michigan,Calhoun & Barry Counties,479,479,137985,194740,137985,100,70.86,136146,195319,136146,100,69.7,1829083558,3261591073,1829083558,100,56.08,025,1860436827.943622,Cold & Very Cold
26,02900,2602900,G26002900,26,02600,2602600,G26002600,Michigan,Jackson County,495,495,158422,158422,158422,100,100,160248,160248,160248,100,100,1817298991,1817306103,1817298991,100,100,075,1873682664.9707704,Cold & Very Cold
26,03000,2603000,G26003000,26,02500,2602500,G26002500,Michigan,Lenawee & Hillsdale Counties,494,494,145417,145417,145417,100,100,146580,146580,146580,100,100,3490272041,3490264928,3490264928,100,100,091,1971520290.792272,Cold & Very Cold
26,03000,2603000,G26003000,26,02600,2602600,G26002600,Michigan,Jackson County,494,495,145417,158422,0,0,0,146580,160248,0,0,0,3490272041,1817306103,7113,0,0,075,1873682664.9707704,Cold & Very Cold
26,03100,2603100,G26003100,26,02701,2602701,G26002701,Michigan,"Washtenaw County (West, Northeast & Southeast)",515,496,145945,92640,0,0,0,152021,105869,0,0,0,1422884724,1462957982,576,0,0,161,1496537737.6690533,Cold & Very Cold
26,03100,2603100,G26003100,26,03300,2603300,G26003300,Michigan,Monroe County,515,515,145945,145945,145945,100,100,152021,152021,152021,100,100,1422884724,1422884148,1422884148,100,100,115,1439989920.0757067,Cold & Very Cold
26,03200,2603200,G26003200,26,02701,2602701,G26002701,Michigan,"Washtenaw County (West, Northeast & Southeast)",496,496,114024,92640,15,0.01,0.02,111150,105869,0,0,0,69312370,1462957982,95976,0.14,0.01,161,1496537737.6690533,Cold & Very Cold
26,03200,2603200,G26003200,26,02702,2602702,G26002702,Michigan,Washtenaw County (East Central)--Ann Arbor City Area,496,496,114024,115909,114000,99.98,98.35,111150,115103,111137,99.99,96.55,69312370,76441148,68014662,98.13,88.98,161,78261493.29322636,Cold & Very Cold
26,03200,2603200,G26003200,26,02703,2602703,G26002703,Michigan,"Washtenaw County (East Central, Outside Ann Arbor City)",496,496,114024,114346,9,0.01,0.01,111150,123819,13,0.01,0.01,69312370,289042989,1201732,1.73,0.42,161,296051105.69017065,Cold & Very Cold
26,03300,2603300,G26003300,26,02701,2602701,G26002701,Michigan,"Washtenaw County (West, Northeast & Southeast)",496,496,208871,92640,92625,44.35,99.98,233641,105869,105869,45.31,100,1759129173,1462957982,1462861431,83.16,99.99,161,1496537737.6690533,Cold & Very Cold
26,03300,2603300,G26003300,26,02702,2602702,G26002702,Michigan,Washtenaw County (East Central)--Ann Arbor City Area,496,496,208871,115909,1909,0.91,1.65,233641,115103,3966,1.7,3.45,1759129173,76441148,8426485,0.48,11.02,161,78261493.29322636,Cold & Very Cold
26,03300,2603300,G26003300,26,02703,2602703,G26002703,Michigan,"Washtenaw County (East Central, Outside Ann Arbor City)",496,496,208871,114346,114337,54.74,99.99,233641,123819,123806,52.99,99.99,1759129173,289042989,287841257,16.36,99.58,161,296051105.69017065,Cold & Very Cold
26,03400,2603400,G26003400,26,02800,2602800,G26002800,Michigan,Livingston County,497,497,156951,156951,156951,100,100,180967,180967,180967,100,100,1463978836,1463978836,1463978836,100,100,093,1515995670.8186533,Cold & Very Cold
26,03500,2603500,G26003500,26,01701,2601701,G26001701,Michigan,Genesee (East) & Lapeer Counties,488,488,252139,177673,87904,34.86,49.48,251359,187325,88319,35.14,47.15,3533194875,2214705585,1665372040,47.14,75.2,087,1716569147.0114222,Cold & Very Cold
26,03500,2603500,G26003500,26,03100,2603100,G26003100,Michigan,St. Clair County,488,488,252139,164235,164235,65.14,100,251359,163040,163040,64.86,100,3533194875,1867822835,1867822835,52.86,100,147,1878831344.9290137,Cold & Very Cold
26,03600,2603600,G26003600,26,03201,2603201,G26003201,Michigan,Wayne County (Northwest),508,507,100545,164885,0,0,0,96942,190877,0,0,0,92480594,276074480,30538,0.03,0.01,163,283005767.89080673,Cold & Very Cold
26,03600,2603600,G26003600,26,03202,2603202,G26003202,Michigan,Wayne County (North Central)--Livonia City & Redford Charter Township,508,508,100545,152167,100545,100,66.08,96942,145304,96942,100,66.72,92480594,121558937,92450056,99.97,76.05,163,121976735.64737116,Cold & Very Cold
26,03701,2603701,G26003701,26,03209,2603209,G26003209,Michigan,Detroit City (North Central),514,513,135164,165137,0,0,0,99236,132104,0,0,0,54333743,52358223,423,0,0,163,52383090.24952001,Cold & Very Cold
26,03701,2603701,G26003701,26,03211,2603211,G26003211,Michigan,Detroit City (South Central & Southeast),514,514,135164,166588,62872,46.52,37.74,99236,128838,50458,50.85,39.16,54333743,76152838,30635545,56.38,40.23,163,76320634.12312806,Cold & Very Cold
26,03701,2603701,G26003701,26,03212,2603212,G26003212,Michigan,Detroit City (Southwest),514,514,135164,180244,70169,51.91,38.93,99236,133146,47445,47.81,35.63,54333743,65715525,19972281,36.76,30.39,163,66206658.20586221,Cold & Very Cold
26,03701,2603701,G26003701,26,03213,2603213,G26003213,Michigan,Wayne County (Northeast)--I-94 Corridor,514,514,135164,136031,2123,1.57,1.56,99236,119373,1333,1.34,1.12,54333743,61311137,3725495,6.86,6.08,163,60690050.19975498,Cold & Very Cold
26,03702,2603702,G26003702,26,03210,2603210,G26003210,Michigan,Detroit City (Northeast),514,514,109229,195454,0,0,0,78813,134150,0,0,0,46857291,69212116,612,0,0,163,69235652.12742268,Cold & Very Cold
26,03702,2603702,G26003702,26,03211,2603211,G26003211,Michigan,Detroit City (South Central & Southeast),514,514,109229,166588,93525,85.62,56.14,78813,128838,68508,86.92,53.17,46857291,76152838,39722134,84.77,52.16,163,76320634.12312806,Cold & Very Cold
26,03702,2603702,G26003702,26,03213,2603213,G26003213,Michigan,Wayne County (Northeast)--I-94 Corridor,514,514,109229,136031,15704,14.38,11.54,78813,119373,10305,13.08,8.63,46857291,61311137,7134544,15.23,11.64,163,60690050.19975498,Cold & Very Cold
26,03703,2603703,G26003703,26,03210,2603210,G26003210,Michigan,Detroit City (Northeast),514,514,110661,195454,90928,82.17,46.52,75676,134150,59932,79.2,44.68,27110025,69212116,22239135,82.03,32.13,163,69235652.12742268,Cold & Very Cold
26,03703,2603703,G26003703,26,03211,2603211,G26003211,Michigan,Detroit City (South Central & Southeast),514,514,110661,166588,3205,2.9,1.92,75676,128838,1963,2.59,1.52,27110025,76152838,737961,2.72,0.97,163,76320634.12312806,Cold & Very Cold
26,03703,2603703,G26003703,26,03213,2603213,G26003213,Michigan,Wayne County (Northeast)--I-94 Corridor,514,514,110661,136031,16528,14.94,12.15,75676,119373,13781,18.21,11.54,27110025,61311137,4132929,15.25,6.74,163,60690050.19975498,Cold & Very Cold
26,03704,2603704,G26003704,26,03208,2603208,G26003208,Michigan,Detroit City (Northwest),513,513,123014,209492,0,0,0,99335,160120,0,0,0,40795366,80929178,2292,0.01,0,163,81014020.62610292,Cold & Very Cold
26,03704,2603704,G26003704,26,03209,2603209,G26003209,Michigan,Detroit City (North Central),513,513,123014,165137,123014,100,74.49,99335,132104,99335,100,75.19,40795366,52358223,40781850,99.97,77.89,163,52383090.24952001,Cold & Very Cold
26,03704,2603704,G26003704,26,03210,2603210,G26003210,Michigan,Detroit City (Northeast),513,514,123014,195454,0,0,0,99335,134150,0,0,0,40795366,69212116,11223,0.03,0.02,163,69235652.12742268,Cold & Very Cold
26,03705,2603705,G26003705,26,03208,2603208,G26003208,Michigan,Detroit City (Northwest),513,513,114180,209492,114180,100,54.5,87704,160120,87704,100,54.77,43316600,80929178,43304291,99.97,53.51,163,81014020.62610292,Cold & Very Cold
26,03705,2603705,G26003705,26,03209,2603209,G26003209,Michigan,Detroit City (North Central),513,513,114180,165137,0,0,0,87704,132104,0,0,0,43316600,52358223,10745,0.02,0.02,163,52383090.24952001,Cold & Very Cold
26,03705,2603705,G26003705,26,03212,2603212,G26003212,Michigan,Detroit City (Southwest),513,514,114180,180244,0,0,0,87704,133146,0,0,0,43316600,65715525,1565,0,0,163,66206658.20586221,Cold & Very Cold
26,03706,2603706,G26003706,26,03211,2603211,G26003211,Michigan,Detroit City (South Central & Southeast),514,514,117061,166588,6986,5.97,4.19,93610,128838,7909,8.45,6.14,50798876,76152838,5057197,9.96,6.64,163,76320634.12312806,Cold & Very Cold
26,03706,2603706,G26003706,26,03212,2603212,G26003212,Michigan,Detroit City (Southwest),514,514,117061,180244,110075,94.03,61.07,93610,133146,85701,91.55,64.37,50798876,65715525,45741679,90.04,69.61,163,66206658.20586221,Cold & Very Cold
26,03707,2603707,G26003707,26,03209,2603209,G26003209,Michigan,Detroit City (North Central),514,513,104526,165137,0,0,0,74218,132104,0,0,0,46982334,52358223,18863,0.04,0.04,163,52383090.24952001,Cold & Very Cold
26,03707,2603707,G26003707,26,03210,2603210,G26003210,Michigan,Detroit City (Northeast),514,514,104526,195454,104526,100,53.48,74218,134150,74218,100,55.32,46982334,69212116,46961145,99.95,67.85,163,69235652.12742268,Cold & Very Cold
26,03707,2603707,G26003707,26,03213,2603213,G26003213,Michigan,Wayne County (Northeast)--I-94 Corridor,514,514,104526,136031,0,0,0,74218,119373,0,0,0,46982334,61311137,2325,0,0,163,60690050.19975498,Cold & Very Cold
26,03708,2603708,G26003708,26,03202,2603202,G26003202,Michigan,Wayne County (North Central)--Livonia City & Redford Charter Township,513,508,137435,152167,0,0,0,105185,145304,0,0,0,49162057,121558937,230,0,0,163,121976735.64737116,Cold & Very Cold
26,03708,2603708,G26003708,26,03208,2603208,G26003208,Michigan,Detroit City (Northwest),513,513,137435,209492,95312,69.35,45.5,105185,160120,72416,68.85,45.23,49162057,80929178,37615486,76.51,46.48,163,81014020.62610292,Cold & Very Cold
26,03708,2603708,G26003708,26,03209,2603209,G26003209,Michigan,Detroit City (North Central),513,513,137435,165137,42123,30.65,25.51,105185,132104,32769,31.15,24.81,49162057,52358223,11546341,23.49,22.05,163,52383090.24952001,Cold & Very Cold
26,03801,2603801,G26003801,26,03213,2603213,G26003213,Michigan,Wayne County (Northeast)--I-94 Corridor,514,514,101676,136031,101676,100,74.74,93949,119373,93949,100,78.7,46292889,61311137,46292889,100,75.5,163,60690050.19975498,Cold & Very Cold
26,03802,2603802,G26003802,26,03202,2603202,G26003202,Michigan,Wayne County (North Central)--Livonia City & Redford Charter Township,508,508,207661,152167,51622,24.86,33.92,204289,145304,48362,23.67,33.28,122399334,121558937,29108651,23.78,23.95,163,121976735.64737116,Cold & Very Cold
26,03802,2603802,G26003802,26,03203,2603203,G26003203,Michigan,Wayne County (Central)--Dearborn & Dearborn Heights Cities,508,508,207661,156039,156039,75.14,100,204289,155927,155927,76.33,100,122399334,93217443,93217443,76.16,100,163,93879847.97556849,Cold & Very Cold
26,03802,2603802,G26003802,26,03207,2603207,G26003207,Michigan,Wayne County (Southeast)--Downriver Area (North),508,512,207661,129271,0,0,0,204289,120367,0,0,0,122399334,68224144,66131,0.05,0.1,163,68925890.27096502,Cold & Very Cold
26,03802,2603802,G26003802,26,03208,2603208,G26003208,Michigan,Detroit City (Northwest),508,513,207661,209492,0,0,0,204289,160120,0,0,0,122399334,80929178,7109,0.01,0.01,163,81014020.62610292,Cold & Very Cold
26,03803,2603803,G26003803,26,03201,2603201,G26003201,Michigan,Wayne County (Northwest),507,507,164885,164885,164885,100,100,190877,190877,190877,100,100,276043942,276074480,276043942,100,99.99,163,283005767.89080673,Cold & Very Cold
26,03804,2603804,G26003804,26,03205,2603205,G26003205,Michigan,Wayne County (Southwest),510,510,114440,114440,114440,100,100,112548,112548,112548,100,100,341659721,341659721,341659721,100,100,163,344108822.0753012,Cold & Very Cold
26,03805,2603805,G26003805,26,03206,2603206,G26003206,Michigan,Wayne County (Southeast)--Downriver Area (South),511,511,125599,125599,125599,100,100,133082,133082,133082,100,100,178732650,178738525,178732650,100,100,163,180984233.01030818,Cold & Very Cold
26,03806,2603806,G26003806,26,03204,2603204,G26003204,Michigan,"Wayne County (Central)--Westland, Garden City, Inkster & Wayne Cities",509,509,165815,165815,165815,100,100,154748,154748,154748,100,100,99887392,99887392,99887392,100,100,163,99930049.80848709,Cold & Very Cold
26,03807,2603807,G26003807,26,03206,2603206,G26003206,Michigan,Wayne County (Southeast)--Downriver Area (South),512,511,129271,125599,0,0,0,120367,133082,0,0,0,68163887,178738525,5875,0.01,0,163,180984233.01030818,Cold & Very Cold
26,03807,2603807,G26003807,26,03207,2603207,G26003207,Michigan,Wayne County (Southeast)--Downriver Area (North),512,512,129271,129271,129271,100,100,120367,120367,120367,100,100,68163887,68224144,68158013,99.99,99.9,163,68925890.27096502,Cold & Very Cold
26,03900,2603900,G26003900,26,03003,2603003,G26003003,Michigan,Macomb County (Southwest)--Sterling Heights City,504,504,124471,124471,124471,100,100,129699,129699,129699,100,100,94546559,94546559,94546559,100,100,099,95302114.55490606,Cold & Very Cold
26,04000,2604000,G26004000,26,03006,2603006,G26003006,Michigan,Macomb County (Southwest)--Warren & Center Line Cities,506,506,138247,146778,138247,100,94.19,134056,142313,134056,100,94.2,89067480,93553901,89067480,100,95.2,099,93717813.7336731,Cold & Very Cold
26,04101,2604101,G26004101,26,03005,2603005,G26003005,Michigan,"Macomb County (Southeast)--St. Clair Shores, Roseville & Eastpointe Area",506,506,153913,145382,145382,94.46,100,147797,139535,139535,94.41,100,73787233,69277857,69277857,93.89,100,099,68733998.95831026,Cold & Very Cold
26,04101,2604101,G26004101,26,03006,2603006,G26003006,Michigan,Macomb County (Southwest)--Warren & Center Line Cities,506,506,153913,146778,8531,5.54,5.81,147797,142313,8257,5.59,5.8,73787233,93553901,4486420,6.08,4.8,099,93717813.7336731,Cold & Very Cold
26,04101,2604101,G26004101,26,03213,2603213,G26003213,Michigan,Wayne County (Northeast)--I-94 Corridor,506,514,153913,136031,0,0,0,147797,119373,5,0,0,73787233,61311137,22955,0.03,0.04,163,60690050.19975498,Cold & Very Cold
26,04102,2604102,G26004102,26,03004,2603004,G26003004,Michigan,Macomb County (Southeast)--Mount Clemens & Fraser Area,505,505,152716,152716,152716,100,100,152177,152177,152177,100,100,131838558,131838558,131838558,100,100,099,133547473.04732427,Cold & Very Cold
26,04103,2604103,G26004103,26,02902,2602902,G26002902,Michigan,Oakland County (Northeast),503,498,105960,117306,0,0,0,121525,129788,7,0.01,0.01,469311322,542517075,126637,0.03,0.02,125,563132341.7349797,Cold & Very Cold
26,04103,2604103,G26004103,26,03001,2603001,G26003001,Michigan,Macomb County (North),503,503,105960,98588,36224,34.19,36.74,121525,119113,42957,35.35,36.06,469311322,664929867,376276754,80.18,56.59,099,670605125.0213134,Cold & Very Cold
26,04103,2604103,G26004103,26,03002,2603002,G26003002,Michigan,Macomb County (Central),503,503,105960,120214,69736,65.81,58.01,121525,158141,78561,64.65,49.68,469311322,186730582,92907931,19.8,49.76,099,189662472.25301635,Cold & Very Cold
26,04104,2604104,G26004104,26,03001,2603001,G26003001,Michigan,Macomb County (North),503,503,112842,98588,62364,55.27,63.26,155736,119113,76156,48.9,63.94,382475764,664929867,288653113,75.47,43.41,099,670605125.0213134,Cold & Very Cold
26,04104,2604104,G26004104,26,03002,2603002,G26003002,Michigan,Macomb County (Central),503,503,112842,120214,50478,44.73,41.99,155736,158141,79580,51.1,50.32,382475764,186730582,93822651,24.53,50.24,099,189662472.25301635,Cold & Very Cold
27,00100,2700100,G27000100,27,00100,2700100,G27000100,Minnesota,"Clay, Polk, Roseau, Pennington, Marshall, Norman, Kittson & Red Lake Counties",516,516,139701,139701,139701,100,100,145090,145090,145090,100,100,24555422455,24555263217,24555259915,100,100,119,5170894583.814794,Cold & Very Cold
27,00100,2700100,G27000100,27,00200,2700200,G27000200,Minnesota,"Beltrami, Becker, Hubbard, Clearwater, Mahnomen & Lake of the Woods Counties",516,517,139701,106161,0,0,0,145090,115527,0,0,0,24555422455,19679883656,162541,0,0,007,7912060427.781894,Cold & Very Cold
27,00200,2700200,G27000200,27,00100,2700100,G27000100,Minnesota,"Clay, Polk, Roseau, Pennington, Marshall, Norman, Kittson & Red Lake Counties",517,516,106161,139701,0,0,0,115527,145090,0,0,0,19679739384,24555263217,3302,0,0,119,5170894583.814794,Cold & Very Cold
27,00200,2700200,G27000200,27,00200,2700200,G27000200,Minnesota,"Beltrami, Becker, Hubbard, Clearwater, Mahnomen & Lake of the Woods Counties",517,517,106161,106161,106161,100,100,115527,115527,115527,100,100,19679739384,19679883656,19679721116,100,100,007,7912060427.781894,Cold & Very Cold
27,00200,2700200,G27000200,27,00700,2700700,G27000700,Minnesota,"Crow Wing, Morrison, Todd & Wadena Counties",517,518,106161,124950,0,0,0,115527,134436,0,0,0,19679739384,9336185544,14966,0,0,035,2994575596.306117,Cold & Very Cold
27,00300,2700300,G27000300,27,00300,2700300,G27000300,Minnesota,"Itasca, Carlton (South), Cass & Aitkin Counties--Grand Rapids City",518,518,101723,115363,71142,69.94,61.67,102978,122104,73625,71.5,60.3,29406797418,18880709899,12142793461,41.29,64.31,061,7581603202.78393,Cold & Very Cold
27,00300,2700300,G27000300,27,00400,2700400,G27000400,Minnesota,"St. Louis (North), Koochiching, Lake & Cook Counties--Hibbing & Cloquet Cities",518,518,101723,134056,30581,30.06,22.81,102978,131501,29353,28.5,22.32,29406797418,33316492815,17263948678,58.71,51.82,137,17098025582.610258,Cold & Very Cold
27,00300,2700300,G27000300,27,00700,2700700,G27000700,Minnesota,"Crow Wing, Morrison, Todd & Wadena Counties",518,518,101723,124950,0,0,0,102978,134436,0,0,0,29406797418,9336185544,55279,0,0,035,2994575596.306117,Cold & Very Cold
27,00400,2700400,G27000400,27,00300,2700300,G27000300,Minnesota,"Itasca, Carlton (South), Cass & Aitkin Counties--Grand Rapids City",518,518,200528,115363,0,0,0,200226,122104,0,0,0,16180091718,18880709899,1706,0,0,061,7581603202.78393,Cold & Very Cold
